id,name,description,field_1,field_2,field_3,field_4,field_5,field_6,value,field_8,field_9,icon,detail_icon
1001055,化石件数投影灯,显示化石类藏品的数量,2,0,1,1,1,1,500,0,0,icon_gz_01_055,icon_dj_gz_01_055
1001056,茗酿件数投影灯,显示茗酿类藏品的数量,2,0,1,1,1,1,500,0,0,icon_gz_01_056,icon_dj_gz_01_056
1001061,盘点怀表·全品均格,显示所有藏品的平均格数,2,0,1,1,1,1,500,0,0,icon_gz_01_061,icon_dj_gz_01_061
1001071,绿估价平板,显示绿品品质藏品的总价值,2,0,1,1,1,1,500,0,0,icon_gz_01_071,icon_dj_gz_01_071
1002011,四件扫描枪,随机显示4件藏品的轮廓,2,0,2,1,1,1,1000,0,0,icon_gz_02_011,icon_dj_gz_02_011
1002021,四鉴鉴定锤,随机显示4件藏品的品质,2,0,2,1,1,1,1000,0,0,icon_gz_02_021,icon_dj_gz_02_021
1002031,双件放大镜,随机显示2件藏品的完整信息,2,0,2,1,1,1,1000,0,0,icon_gz_02_031,icon_dj_gz_02_031
1002041,蓝件数荧光棒,显示蓝品品质藏品的总数量,2,0,2,1,1,1,1000,0,0,icon_gz_03_044,icon_dj_gz_03_044
1002051,蓝格数手电,显示蓝品品质藏品占用的总格数,2,0,2,1,1,1,1000,0,0,icon_gz_03_045,icon_dj_gz_03_045
1002061,盘点怀表·绿均格,显示绿品品质藏品的平均格数,2,0,2,1,1,1,1000,0,0,icon_gz_02_061,icon_dj_gz_02_061
1002062,盘点怀表·蓝均格,显示蓝品品质藏品的平均格数,2,0,2,1,1,1,1000,0,0,icon_gz_02_062,icon_dj_gz_02_062
1002063,盘点怀表·紫均格,显示紫品品质藏品的平均格数,2,0,2,1,1,1,1000,0,0,icon_gz_02_063,icon_dj_gz_02_063
1002071,蓝估价平板,显示蓝品品质藏品的总价值,2,0,2,1,1,1,1000,0,0,icon_gz_02_071,icon_dj_gz_02_071
1003011,十件扫描枪,随机显示10件藏品的轮廓,2,0,3,1,1,1,2500,0,0,icon_gz_03_011,icon_dj_gz_03_011
1003021,扫描相机·巨物轮廓,显示随机1个格子占用最多藏品的轮廓,2,0,3,1,1,1,2500,0,0,icon_gz_03_023,icon_dj_gz_03_023
1003022,扫描相机·巨物品质,显示随机1个格子占用最多藏品的品质,2,0,3,1,1,1,2500,0,0,icon_gz_03_022,icon_dj_gz_03_022
1003023,扫描相机·巨物价值,显示随机1个格子占用最多藏品的价值,2,0,3,1,1,1,2500,0,0,icon_gz_03_021,icon_dj_gz_03_021
1003031,扫描仪·古董,显示古董类藏品的轮廓,2,0,3,1,1,1,2500,0,0,icon_gz_03_031,icon_dj_gz_03_031
1003032,扫描仪·珠宝,显示珠宝类藏品的轮廓,2,0,3,1,1,1,2500,0,0,icon_gz_03_032,icon_dj_gz_03_032
1003033,扫描仪·奢品,显示奢品类藏品的轮廓,2,0,3,1,1,1,2500,0,0,icon_gz_03_033,icon_dj_gz_03_033
1003034,扫描仪·字画,显示字画类藏品的轮廓,2,0,3,1,1,1,2500,0,0,icon_gz_03_034,icon_dj_gz_03_034
1003035,扫描仪·化石,显示化石类藏品的轮廓,2,0,3,1,1,1,2500,0,0,icon_gz_03_035,icon_dj_gz_03_035
1003036,扫描仪·茗酿,显示茗酿类藏品的轮廓,2,0,3,1,1,1,2500,0,0,icon_gz_03_036,icon_dj_gz_03_036
1003041,六鉴鉴定锤,随机显示6件藏品的品质,2,0,3,1,1,1,2500,0,0,icon_gz_03_041,icon_dj_gz_03_041
1003042,透视镜·至宝轮廓,显示随机1个最高品质藏品的轮廓,2,0,3,1,1,1,2500,0,0,icon_gz_03_042,icon_dj_gz_03_042
1003043,透视镜·至宝格数,显示随机1个最高品质藏品的格子数量,2,0,3,1,1,1,2500,0,0,icon_gz_03_043,icon_dj_gz_03_043
1003044,紫件数荧光棒,显示紫品品质藏品的总数量,2,0,3,1,1,1,2500,0,0,icon_gz_04_051,icon_dj_gz_04_051
1003045,紫格数手电,显示紫品品质藏品占用的总格数,2,0,3,1,1,1,2500,0,0,icon_gz_04_061,icon_dj_gz_04_061
1003046,盘点怀表·橙均格,显示橙品品质藏品的平均格数,2,0,3,1,1,1,2500,0,0,icon_gz_03_046,icon_dj_gz_03_046
1003047,紫估价平板,显示紫品品质藏品的总价值,2,0,3,1,1,1,2500,0,0,icon_gz_03_047,icon_dj_gz_03_047
1004011,扫描相机·巨物全览,显示随机1个格子占用最多藏品的完整信息,2,0,4,1,1,1,5000,0,0,icon_gz_04_011,icon_dj_gz_04_011
1004021,八鉴鉴定锤,随机显示8件藏品的品质,2,0,4,1,1,1,5000,0,0,icon_gz_04_021,icon_dj_gz_04_021
1004022,十鉴鉴定锤,随机显示10件藏品的品质,2,0,4,1,1,1,5000,0,0,icon_gz_04_022,icon_dj_gz_04_022
1004031,四件放大镜,随机显示4件藏品的完整信息,2,0,4,1,1,1,5000,0,0,icon_gz_04_031,icon_dj_gz_04_031
1004041,透视镜·至宝价值,显示随机1个最高品质藏品的价值,2,0,4,1,1,1,5000,0,0,icon_gz_04_041,icon_dj_gz_04_041
1004051,全品件数荧光棒,显示所有藏品的总数量,2,0,4,1,1,1,5000,0,0,icon_gz_01_031,icon_dj_gz_01_031
1004052,橙件数荧光棒,显示橙品品质藏品的总数量,2,0,4,1,1,1,5000,0,0,icon_gz_04_052,icon_dj_gz_04_052
1004061,橙格数手电,显示橙品品质藏品占用的总格数,2,0,4,1,1,1,5000,0,0,icon_gz_05_051,icon_dj_gz_05_051
1004071,盘点怀表·红均格,显示红品品质藏品的平均格数,2,0,4,1,1,1,5000,0,0,icon_gz_04_071,icon_dj_gz_04_071
1004081,竞价手表·单格均价,显示占位1格藏品的平均价值,2,0,4,1,1,1,5000,0,0,icon_gz_04_081,icon_dj_gz_04_081
1004082,竞价手表·双格均价,显示占位2格藏品的平均价值,2,0,4,1,1,1,5000,0,0,icon_gz_04_082,icon_dj_gz_04_082
1004083,竞价手表·三格均价,显示占位3格藏品的平均价值,2,0,4,1,1,1,5000,0,0,icon_gz_04_083,icon_dj_gz_04_083
1004084,竞价手表·四格均价,显示占位4格藏品的平均价值,2,0,4,1,1,1,5000,0,0,icon_gz_04_084,icon_dj_gz_04_084
1004085,竞价手表·六格均价,显示占位6格藏品的平均价值,2,0,4,1,1,1,5000,0,0,icon_gz_04_085,icon_dj_gz_04_085
1004091,橙估价平板,显示橙品品质藏品的总价值,2,0,4,1,1,1,5000,0,0,icon_gz_04_091,icon_dj_gz_04_091
1005011,全域扫描枪,显示所有藏品的轮廓,2,0,5,1,1,1,20000,0,0,icon_gz_05_011,icon_dj_gz_05_011
1005021,十五鉴鉴定锤,随机显示15件藏品的品质,2,0,5,1,1,1,20000,0,0,icon_gz_05_021,icon_dj_gz_05_021
1005031,六件放大镜,随机显示6件藏品的完整信息,2,0,5,1,1,1,20000,0,0,icon_gz_05_031,icon_dj_gz_05_031
1005041,透视镜·至宝全览,显示随机1个最高品质藏品的完整信息,2,0,5,1,1,1,20000,0,0,icon_gz_05_041,icon_dj_gz_05_041
1005051,总仓格数手电,显示所有藏品占用的总格数,2,0,5,1,1,1,20000,0,0,icon_gz_01_041,icon_dj_gz_01_041
1005052,红格数手电,显示红品品质藏品占用的总格数,2,0,5,1,1,1,20000,0,0,icon_gz_06_061,icon_dj_gz_06_061
1005061,红件数荧光棒,显示红品品质藏品的总数量,2,0,5,1,1,1,20000,0,0,icon_gz_06_051,icon_dj_gz_06_051
1006011,全品鉴定锤,显示所有藏品的品质,2,0,6,1,1,1,50000,0,0,icon_gz_05_061,icon_dj_gz_05_061
1006021,全藏放大镜,显示所有藏品的完整信息,2,0,6,1,1,1,50000,0,0,icon_gz_06_041,icon_dj_gz_06_041
1006022,八件放大镜,随机显示8件藏品的完整信息,2,0,6,1,1,1,50000,0,0,icon_gz_05_071,icon_dj_gz_05_071
1006023,十件放大镜,随机显示10件藏品的完整信息,2,0,6,1,1,1,50000,0,0,icon_gz_06_031,icon_dj_gz_06_031
1006031,全品估价平板,显示所有藏品的总价值,2,0,6,1,1,1,50000,0,0,icon_gz_06_072,icon_dj_gz_06_072
1006032,红估价平板,显示红品品质藏品的总价值,2,0,6,1,1,1,50000,0,0,icon_gz_06_071,icon_dj_gz_06_071
1006041,专车油箱,一次性加满专车油箱,2,0,6,1,1,1,50000,0,0,,
3000010,普通通用扩容箱,"通用扩容箱，可放入任意种类藏品，用于扩容仓库，扩容箱大小10x5,",3,0,4,3,3,9,200000,0,0,icon_ck_bx_01,icon_dj_ck_bx_01
3000020,高级通用扩容箱,"通用扩容箱，可放入任意种类藏品，用于扩容仓库，扩容箱大小10x7,",3,0,5,3,3,9,500000,0,0,icon_ck_bx_02,icon_dj_ck_bx_02
3000030,豪华通用扩容箱,"通用扩容箱，可放入任意种类藏品，用于扩容仓库，扩容箱大小10x10,",3,0,6,3,3,9,1000000,0,0,icon_ck_bx_03,icon_dj_ck_bx_03
3000040,至尊通用扩容箱,"通用扩容箱，可放入任意种类藏品，用于扩容仓库，扩容箱大小10x20,",3,0,6,3,3,9,1500000,0,0,icon_ck_bx_04,icon_dj_ck_bx_04
2041001,OLD1双鉴鉴定锤,随机显示2件藏品的品质,2,0,1,1,1,1,1000,0,0,icon_gz_05_011,icon_dj_gz_05_011
2051001,OLD单件放大镜,随机显示1件藏品的完整信息,2,0,1,1,1,1,1000,0,0,icon_gz_02_011,icon_dj_gz_02_011
2071001,OLD绿件数荧光棒,显示绿品品质藏品的总数量,2,0,1,1,1,1,1000,0,0,icon_gz_03_011,icon_dj_gz_03_011
2081002,OLD绿格数手电,显示绿品品质藏品占用的总格数,2,0,1,1,1,1,1000,0,0,icon_gz_02_022,icon_dj_gz_02_022
2093003,OLD古董件数投影灯,显示古董类藏品的数量,2,0,1,1,1,1,999999,0,0,icon_gz_02_023,icon_dj_gz_02_023
2093004,OLD珠宝件数投影灯,显示珠宝类藏品的数量,2,0,1,1,1,1,999999,0,0,icon_gz_03_022,icon_dj_gz_03_022
2093005,OLD奢品件数投影灯,显示奢品类藏品的数量,2,0,1,1,1,1,999999,0,0,icon_gz_03_023,icon_dj_gz_03_023
2093006,OLD字画件数投影灯,显示字画类藏品的数量,2,0,1,1,1,1,999999,0,0,icon_gz_03_034,icon_dj_gz_03_034
2093007,OLD化石件数投影灯,显示化石类藏品的数量,2,0,1,1,1,1,999999,0,0,icon_gz_03_035,icon_dj_gz_03_035
2093008,OLD茗酿件数投影灯,显示茗酿类藏品的数量,2,0,1,1,1,1,999999,0,0,icon_gz_03_036,icon_dj_gz_03_036
2103001,OLD盘点怀表·全品均格,显示所有藏品的平均格数,2,0,1,1,1,1,999999,0,0,icon_gz_03_037,icon_dj_gz_03_037
2121001,OLD绿估价平板,显示绿品品质藏品的总价值,2,0,1,1,1,1,1000,0,0,icon_gz_03_038,icon_dj_gz_03_038
2012001,OLD四件扫描枪,随机显示4件藏品的轮廓,2,0,2,1,1,1,2500,0,0,icon_gz_03_039,icon_dj_gz_03_039
2042001,OLD四鉴鉴定锤,随机显示4件藏品的品质,2,0,2,1,1,1,2500,0,0,icon_gz_06_041,icon_dj_gz_06_041
2052001,OLD双件放大镜,随机显示2件藏品的完整信息,2,0,2,1,1,1,2500,0,0,icon_gz_01_041,icon_dj_gz_01_041
2072001,OLD蓝件数荧光棒,显示蓝品品质藏品的总数量,2,0,2,1,1,1,2500,0,0,icon_gz_02_041,icon_dj_gz_02_041
2082002,OLD蓝格数手电,显示蓝品品质藏品占用的总格数,2,0,2,1,1,1,2500,0,0,icon_gz_03_041,icon_dj_gz_03_041
2101001,OLD盘点怀表·绿均格,显示绿品品质藏品的平均格数,2,0,2,1,1,1,2500,0,0,icon_gz_04_041,icon_dj_gz_04_041
2102001,OLD盘点怀表·蓝均格,显示蓝品品质藏品的平均格数,2,0,2,1,1,1,2500,0,0,icon_gz_05_041,icon_dj_gz_05_041
2102002,OLD盘点怀表·紫均格,显示紫品品质藏品的平均格数,2,0,2,1,1,1,2500,0,0,icon_gz_06_042,icon_dj_gz_06_042
2122001,OLD蓝估价平板,显示蓝品品质藏品的总价值,2,0,2,1,1,1,2500,0,0,icon_gz_06_051,icon_dj_gz_06_051
2013001,OLD十件扫描枪,随机显示10件藏品的轮廓,2,0,3,1,1,1,10000,0,0,icon_gz_01_051,icon_dj_gz_01_051
2022002,OLD扫描相机·巨物轮廓,显示随机1个格子占用最多藏品的轮廓,2,0,3,1,1,1,10000,0,0,icon_gz_02_051,icon_dj_gz_02_051
2022003,OLD扫描相机·巨物品质,显示随机1个格子占用最多藏品的品质,2,0,3,1,1,1,10000,0,0,icon_gz_03_051,icon_dj_gz_03_051
2023002,OLD扫描相机·巨物价值,显示随机1个格子占用最多藏品的价值,2,0,3,1,1,1,10000,0,0,icon_gz_04_051,icon_dj_gz_04_051
2033004,OLD扫描仪·古董,显示古董类藏品的轮廓,2,0,3,1,1,1,10000,0,0,icon_gz_05_051,icon_dj_gz_05_051
2033005,OLD扫描仪·珠宝,显示珠宝类藏品的轮廓,2,0,3,1,1,1,10000,0,0,icon_gz_06_052,icon_dj_gz_06_052
2033006,OLD扫描仪·奢品,显示奢品类藏品的轮廓,2,0,3,1,1,1,10000,0,0,icon_gz_04_062,icon_dj_gz_04_062
2033007,OLD扫描仪·字画,显示字画类藏品的轮廓,2,0,3,1,1,1,10000,0,0,icon_gz_04_063,icon_dj_gz_04_063
2033008,OLD扫描仪·化石,显示化石类藏品的轮廓,2,0,3,1,1,1,10000,0,0,icon_gz_04_064,icon_dj_gz_04_064
2033009,OLD扫描仪·茗酿,显示茗酿类藏品的轮廓,2,0,3,1,1,1,10000,0,0,icon_gz_05_062,icon_dj_gz_05_062
2043001,OLD六鉴鉴定锤,随机显示6件藏品的品质,2,0,3,1,1,1,10000,0,0,icon_gz_04_071,icon_dj_gz_04_071
2064002,OLD透视镜·至宝轮廓,显示随机1个最高品质藏品的轮廓,2,0,3,1,1,1,10000,0,0,icon_gz_01_071,icon_dj_gz_01_071
2064003,OLD透视镜·至宝格数,显示随机1个最高品质藏品的格子数量,2,0,3,1,1,1,10000,0,0,icon_gz_02_071,icon_dj_gz_02_071
2073001,OLD紫件数荧光棒,显示紫品品质藏品的总数量,2,0,3,1,1,1,10000,0,0,icon_gz_03_071,icon_dj_gz_03_071
2083002,OLD紫格数手电,显示紫品品质藏品占用的总格数,2,0,3,1,1,1,10000,0,0,icon_gz_04_072,icon_dj_gz_04_072
2103002,OLD盘点怀表·橙均格,显示橙品品质藏品的平均格数,2,0,3,1,1,1,10000,0,0,icon_gz_05_071,icon_dj_gz_05_071
2123001,OLD紫估价平板,显示紫品品质藏品的总价值,2,0,3,1,1,1,10000,0,0,icon_gz_05_082,icon_dj_gz_05_082
2023003,OLD扫描相机·巨物全览,显示随机1个格子占用最多藏品的完整信息,2,0,4,1,1,1,25000,0,0,icon_gz_01_082,icon_dj_gz_01_082
2044001,OLD八鉴鉴定锤,随机显示8件藏品的品质,2,0,4,1,1,1,25000,0,0,icon_gz_02_082,icon_dj_gz_02_082
2045001,OLD十鉴鉴定锤,随机显示10件藏品的品质,2,0,4,1,1,1,25000,0,0,icon_gz_03_082,icon_dj_gz_03_082
2053001,OLD四件放大镜,随机显示4件藏品的完整信息,2,0,4,1,1,1,25000,0,0,icon_gz_04_083,icon_dj_gz_04_083
2064004,OLD透视镜·至宝价值,显示随机1个最高品质藏品的价值,2,0,4,1,1,1,25000,0,0,icon_gz_05_083,icon_dj_gz_05_083
2074001,OLD全品件数荧光棒,显示所有藏品的总数量,2,0,4,1,1,1,25000,0,0,icon_gz_03_093,icon_dj_gz_03_093
2074002,OLD橙件数荧光棒,显示橙品品质藏品的总数量,2,0,4,1,1,1,25000,0,0,icon_gz_03_094,icon_dj_gz_03_094
2084003,OLD橙格数手电,显示橙品品质藏品占用的总格数,2,0,4,1,1,1,25000,0,0,icon_gz_03_095,icon_dj_gz_03_095
2105001,OLD盘点怀表·红均格,显示红品品质藏品的平均格数,2,0,4,1,1,1,25000,0,0,icon_gz_03_096,icon_dj_gz_03_096
2114001,OLD竞价手表·单格均价,显示占位1格藏品的平均价值,2,0,4,1,1,1,25000,0,0,icon_gz_03_097,icon_dj_gz_03_097
2114002,OLD竞价手表·双格均价,显示占位2格藏品的平均价值,2,0,4,1,1,1,25000,0,0,icon_gz_03_098,icon_dj_gz_03_098
2114003,OLD竞价手表·三格均价,显示占位3格藏品的平均价值,2,0,4,1,1,1,25000,0,0,icon_gz_03_101,icon_dj_gz_03_101
2114004,OLD竞价手表·四格均价,显示占位4格藏品的平均价值,2,0,4,1,1,1,25000,0,0,icon_gz_01_101,icon_dj_gz_01_101
2114005,OLD竞价手表·六格均价,显示占位6格藏品的平均价值,2,0,4,1,1,1,25000,0,0,icon_gz_02_101,icon_dj_gz_02_101
2124001,OLD橙估价平板,显示橙品品质藏品的总价值,2,0,4,1,1,1,25000,0,0,icon_gz_02_102,icon_dj_gz_02_102
2015001,OLD全域扫描枪,显示所有藏品的轮廓,2,0,5,1,1,1,50000,0,0,icon_gz_03_102,icon_dj_gz_03_102
2046002,OLD十五鉴鉴定锤,随机显示15件藏品的品质,2,0,5,1,1,1,50000,0,0,icon_gz_05_101,icon_dj_gz_05_101
2054001,OLD六件放大镜,随机显示6件藏品的完整信息,2,0,5,1,1,1,50000,0,0,icon_gz_04_111,icon_dj_gz_04_111
2065002,OLD透视镜·至宝全览,显示随机1个最高品质藏品的完整信息,2,0,5,1,1,1,50000,0,0,icon_gz_04_112,icon_dj_gz_04_112
2085002,OLD总仓格数手电,显示所有藏品占用的总格数,2,0,5,1,1,1,50000,0,0,icon_gz_04_113,icon_dj_gz_04_113
2046001,OLD全品鉴定锤,显示所有藏品的品质,2,0,6,1,1,1,100000,0,0,icon_gz_04_114,icon_dj_gz_04_114
2056001,OLD全藏放大镜,显示所有藏品的完整信息,2,0,6,1,1,1,250000,0,0,icon_gz_04_115,icon_dj_gz_04_115
2055001,OLD八件放大镜,随机显示8件藏品的完整信息,2,0,6,1,1,1,100000,0,0,icon_gz_06_121,icon_dj_gz_06_121
2056002,OLD十件放大镜,随机显示10件藏品的完整信息,2,0,6,1,1,1,100000,0,0,icon_gz_01_121,icon_dj_gz_01_121
2075001,OLD红件数荧光棒,显示红品品质藏品的总数量,2,0,6,1,1,1,100000,0,0,icon_gz_02_121,icon_dj_gz_02_121
2085003,OLD红格数手电,显示红品品质藏品占用的总格数,2,0,6,1,1,1,100000,0,0,icon_gz_03_121,icon_dj_gz_03_121
2126001,OLD全品估价平板,显示所有藏品的总价值,2,0,6,1,1,1,250000,0,0,icon_gz_04_121,icon_dj_gz_04_121
2126002,OLD红估价平板,显示红品品质藏品的总价值,2,0,6,1,1,1,250000,0,0,icon_gz_06_122,icon_dj_gz_06_122
900001,霸王龙化石仿品,白垩纪霸王龙骨架残件，牙齿锋利，博物馆级别,1,5,5,3,2,6,22888,8,2,icon_cp_hs_05_001,icon_dj_cp_hs_05_001
